kode,keterangan_bersih
16291,industri barang anyam rotan bambu kelompok cakup giat buat barang anyam bahan utama rotan bambu tikar webbing lampit kipas tangan bilik gedek produk tas anyam tas wanita tas laptop kelompok cakup buat sandal sepatu sol material proses buat topi lengkap kepala anyam material
16292,industri barang anyam tanam rotan bambu kelompok cakup giat buat barang anyam bahan utama asal tanam rotan bambu pandan mendong pelepah pisang daun jagung purun ketak enceng gondok serat abaka serat alam daun kelapa rumput jenis contoh barang anyam tikar keset tas rajin tangan
16293,industri rajin ukir kayu furnitur kelompok cakup giat buat barang rajin ukir ukir kayu relief topeng patung wayang vas bunga pigura kap lampu cendera asbak kotak tisu kotak hias produk dekorasi dinding papan nama
16294,industri alat dapur alat makan kayu rotan bambu kelompok cakup giat buat alat alat dapur alat makan bahan utama kayu bambu rotan alat parut sudip cedok centong alu lesung talenan cobek ulek sendok garpu sumpit gelas piring mangkuk nampan kotak nasi tampah kukus bakul tata tusuk gigi jenis
16295,industri kayu bakar pelet kayu biomassa kelompok cakup giat buat kayu bakar pelet kayu serbuk kayu bahan substitusi ampas kopi biji kedelai pres kelompok cakup giat buat bahan bakar padat biomassa pelet sabut kelapa
16299,industri barang kayu industri barang gabus jerami rotan bambu jenis ytdl kelompok cakup giat buat barang barang kayu gabus rotan bambu cakup barang barang kayu alat tenun cetak sepatu sangga sepatu shoe lasts and trees gantung baju tusuk gigi pensil slate dowel sempoa alat hitung penggar papan tulis buat alat alat kayu plester palu rumah serut kayu gagang pegang perkakas palet papan cuci jenis barang gabus gabus lembar sumbat piring cincin lap pelampung
17011,industri bubur kertas pulp kelompok cakup giat buat bubur kertas bahan kayu serat kertas bekas giat cakup buat bubur kertas putih diseparuhputihkan putih proses mekanis kimia larut nonpelarutan semikimia buat bubur kertas bulu biji kapas cotton linters pulp hilang tinta buat bubur kertas kertas bekas
17012,industri kertas budaya kelompok cakup giat buat kertas koran kertas cetak kertas tulis
17013,industri kertas harga kelompok cakup giat buat kertas bandrol surat harga bank bank note kertas cek cheque paper security paper kertas tanda air watermark paper meterai prangko jenis
17014,industri kertas kelompok cakup giat buat kertas cardiopan kertas litmus lakmus metallic paper kertas tahan asam acid proof paper kertas pola kertas salut kertas cop kerja kertas lapis lapis glasir gumming laminasi kelompok cakup buat kertas karbon stensil bentuk potong jual konsumen buat kertas fotografi buat kertas gosok amplas abrasive paper
17019,industri kertas kelompok cakup buat kertas magnetik kertas kerut krep kertas kusut crinkled buat laminasi foil laminasi kertas papan kertas buat isi selulosa cellulose wadding webs selulosa serat selulosa buat kertas buat tangan buat kertas karbon kertas stensil gulung gulung lembar lembar
17022,industri kemas kotak kertas karton kelompok cakup giat buat kemas kotak kertas karton bungkus epak buat kotak rokok barang kemas kotak kertas papan kertas gelombang kemas kotak papan kertas lipat kemas kotak papan padat kemas kotak kertas papan kertas sak kantong kertas kotak fail kantor barang jenis
17091,industri kertas tisu kelompok cakup giat buat kertas kertas lengkap rumah tangga barang kertas kapas barang gumpal selulosa tisu bersih tisu wajah facial tissue tisu dapur kitchen tissue tisu lensa lens tissue sapu tangan kertas handuk kertas serbet kertas kertas toilet toilet tissue popok napkin diapers bayi sanitary napkin balut wanita pantyliners tampon breast pad insert pad popok napkin dewasa popok napkin hewan popok napkin alas perlak underpad bahan tekstil napkin cangkir piring baki buat kertas kapas barang kertas kapas handuk lap kertas sigaret plugwrap paper tipping paper
17099,industri barang kertas papan kertas ytdl kelompok cakup giat buat barang kertas papan kertas karton cakup subgolongan buat kertas tulis kertas cetak pakai buat kertas printout komputer pakai buat kertas kopi pakai buat kertas tempel rekat pakai buat buku register buku akuntansi binder album alatalat tulis sifat komersil didik jenis buat kotak filter rokok selulosa kantong dompet absorbent pad buku catat kandung susun kertas buat wallpaper kertas dinding jenis lap dinding wallpaper lap vinyl tekstil buat label kertas filter papan kertas filter buat gulung kertas papan kertas gelendong kertas papan kertas buat telur barang cetak bubur kertas buat kertas kreasi kelompok cakup buat kertas karton coating glazing gumming laminating buat kertas karbon kertas stensil sheet bentuk potong jual konsumen buat kertas ekg buat alat tulis kantor stationeries cetak amplop kertas surat buat alat makan piring gelas sedot kertas jenis kelompok cakup buat alat tulis kantor kartu cetak
18111,cetak umum kelompok cakup cetak koran majalah terbit kala tabloid majalah jurnal pamflet buku brosur naskah musik peta atlas poster katalog iklan prospektus iklan cetak buku hari kalender suratsurat bisnis barang barang cetak komersial kertas surat alat tulis pribadi barang barang cetak hasil mesin cetak ofset klise foto fotogravur fleksografi mesin cetak jenis mesin ganda mesin cetak komputer mesin cetak huruf timbul mesin cetak cepat cetak label tanda kenal litografi cetak cetak gulung cetak fleksografi cetak media antara bahan tekstil plastik kaca logam kayu keramik ukir laser bahan tekstil cetak ulang komputer mesin stensil jenis jasa fotokopi dokumen tawar jasa dukung kantor barang cetak barang lindung hak cipta kelompok cakup cetak tanda tata gelas bir foto giat cetak iklan buat label kertas karton kelompok
18112,cetak kelompok cakup cetak prangko pos prangko paja dokumen cek kertas rahasia meterai uang kertas blangko cek giro surat andil obligasi surat saham paspor tiket pesawat terbang
18113,cetak dimensi kelompok cakup cetak dimensi printing perlu polimer plastik clay bijih logam
18120,giat jasa tunjang cetak kelompok cakup jasa pracetak pramedia jilid jasa kait kelompok cakup jilid lembar cetak buku brosur majalah katalog lipat pasang jahit rekat satu jilid rekat perapihan gold stamping gubah composing tata huruf tata huruf fotografis penginputan data pracetak bentuk proses cetak representasi media visual cakup pindai scanning kenal karakter optik susun elektronik siap berkas data aplikasi multimedia cetak kertas cd rom internet jasa pemnbuatan pelat tata gambar tata pelat proses cetak mesin cetak ofset siap silinder ukir etsa silinder cetak gravur pemrosesan pelat komputer pelat computer to plate ctp temasuk pelat fotopolimer siap pelat cetak cetak kecap relief siap karya seni sifat teknis siap batu balok kayu litografi media presentasil sketsa tata letak reka dummy buat cetak coba proofs jilid komersial pasang sampel layan pascacetak dukung giat cetak jilid selesai buku brosur majalah katalog lipat potong api rakit jahit jilid benang jilid lem potong pasang sampul lem gabung susun kecap emas jilid spiral jilid kawat plastik jilid selesai kertas cetak papan kertas cetak peliipatan kecap bor lubang cetak timbul tempel lem lapis jasa selesai cd rom jasa selesai surat kustomisasi siap amplop giat selesai potong bentuk die benam kecap salin huruf braille kelompok cakup giat desain grafis konten visual komunikasi informasi mesin cetak media
18201,reproduksi media rekam suara perangkat lunak kelompok cakup giat reproduksi salin induk piring hitam cakram padat compact disk cd pita risi musik rekam suara audio reproduksi salin induk perangkat lunak software data diska pita magnetik kelompok cakup buat piring hitam kosong pita kaset kosong pita komputer disket kosong rekam data buat rekam suara piring hitam pita kaset jenis
18202,reproduksi media rekam film video kelompok cakup giat reproduksi salin induk rekam cakram padat compact disk cd pita risi gambar gerak film rekam video terbit rekam film video masuk kelompok
19201,industri bahan bakar murni kilang minyak bumi kelompok cakup giat murni kilang minyak bumi hasil bahan bakar avigas avtur gasolin minyak tanah kerosin minyak solar minyak diesel minyak bakar bensin larut solvent gas minyak cair liquid petroleum gas lpg hasil kilang minyak bumi
19202,industri minyak lumas kelompok cakup giat buat minyak lumas oli gemuk bahan dasar minyak
19203,industri produk bahan limbah minyak lumas kelompok cakup giat buat produk bahan limbah minyak bumi minyak lumas bekas olah bahan bakar minyak lumas giat buat produk bahan limbah minyak bumi minyak lumas klasifikasi kelompok
19204,industri minyak lumas dasar bahan baku lumas kelompok cakup giat olah minyak bumi minyak lumas dasar olah minyak lumas zat aditif
19205,industri briket kelompok cakup giat buat briket minyak bumi batu bara gambut lignit lokasi tambang lokasi tambang buat briket batu bara minyak bumi gambut lignit beli
19206,industri produk campur hasil kilang minyak bumi biofuel kelompok cakup giat campur produk hasil kilang minyak bumi biofuel campur alkohol minyak bumi gasohol campur diesel fame biosolar
19209,industri produk hasil kilang minyak bumi kelompok cakup giat buat produk hasil kilang minyak bumi aspal ter aspal modifikasi karet bitumen lilin lapis jalan atap kayu kertas kokas petroleum petroleum coke buat produk industri petrokimia produk white spirit vaselin lilin parafin jeli minyak bumi petroleum jelly kelompok cakup buat produk bahan limbah minyak bumi minyak lumas sludge oil industri bahan kimia barang bahan kimia golong pokok cakup ubah bahan baku organik anorganik proses kimia hasil produk golong pokok beda produksi bahan kimia dasar golong produksi produk produk hasil olah bahan kimia dasar golong golong pokok cakup industri biofuel cair
20111,industri asam basa garam anorganik kelompok cakup buat asam anorganik asam klorida asam karbonat buat basa anorganik natrium hidroksida soda kaustik kalium hidroksida litium hidroksida buat garam anorganik bentuk reaksi asam basa natrium klorida natrium karbonat soda ash kalium klorida buat oksida asam oksida basa oksida garam peran pigmen kelompok cakup buat garam konsumsi yodium garam industri aneka pangan buat garam farmasi buat amonia
20112,industri gas industri kelompok cakup giat buat bahan kimia dasar hasil gas industri hidrogen oksigen nitrogen karbon dioksida dry ice buat kimia dasar hasil gas mulia helium neon argon kelompok cakup buat gas radon buat gas amonia
20113,industri kimia dasar zat warna pigmen kelompok cakup giat buat produk kimia dasar zat warna pigmen red lead chrome yellow zinc yellow barium sulfat pigmen serbuk aluminium oker pigmen dasar titanium hasil siklis hasil fenol turun zat warna tekstil zat warna makan obat obat kelompok cakup giat buat sedia zat warna pigmen formulasi
20114,industri kimia dasar radioaktif kelompok cakup giat buat produk kimia dasar sifat radioaktif uranium radium torium radon kaya bijih uranium torium buat radioisotop zat zat radioaktif
20115,industri kimia dasar organik sumber daya alam hayati kelompok cakup buat produk kimia dasar organik hasil bahan kimia hasil tani ikan buat biobenzena biotoluena bioxilena pirolisis biomassa alkohol asiklik siklik buat asam karboksilat hewan tumbuh asam lemak fatty acid asam asetat asam sitrat fermentasi proses fermentasi tebu jagung jenis hasil alkohol ester bioetanol buat alkohol lemak fatty alcohol furfural sorbitol buat arang kayu arang batok kelapa briket arang batok kelapa arang biomassa buat produk distilasi kayu getah alami gondorukem terpentin buat senyawa kimia pisah minyak asiri caryophyllene eugenol vanilin geraniol citronellaldehyde kelompok cakup buat biofuel cair buat polimer plastik
20116,industri kimia dasar minyak bumi gas alam batu bara kelompok cakup buat kimia dasar organik bahan baku asal minyak bumi gas bumi batu bara kelompok cakup buat hidrokarbon siklik benzena toluena xilena etilbenzena stirena buat hidrokarbon asiklik pirolisis etilena propilena butadiena metanol etanol sintetis buat senyawa fungsional hasil oksidasi alkilasi halogensasi hidrasi hidrogenasi etilen diklorida etilen oksida sikloheksana asam tereftalat gliserol sintetis kaprolaktam distilasi tar batu bara
20119,industri kimia dasar anorganik kelompok cakup giat buat produk kimia dasar anorganik cakup buat fosfor turun belerang turun nitrogen turun buat unsur unsur logam senyawa oksida buat bahan baku bahan ledak buat produk agen mutih fluoresen luminophore
20121,industri senyawa nitrogen pupuk nitrogen fosfat kalium kelompok cakup buat pupuk tunggal nitrogen fosfat kalium urea fosfat alami garam kalium alami pupuk za tsp dsp buat senyawa nitrogen kait asam nitrat sulfonitrat asam nitrit amonia amonium klorida amonium karbonat nitrit nitrat kalium
20122,industri pupuk hara makro primer kelompok cakup buat pupuk kandung minimal unsur hara makro primer proses reaksi kimia monoamonium fosfat pupuk buat majemuk nitrogen fosfat kalium amonium klorida pupuk buat majemuk nitrogen kalium kalium metafosfat pupuk buat majemuk fosfat kalium amonium kalium fosfat pupuk buat majemuk nitrogen fosfat kalium buat pupuk kandung minimal unsur hara makro primer campur pupuk fisik rubah sifat kimia sifat pupuk asli buat pupuk kandung unsur hara makro sekunder jenis kalsium magnesium belerang kieserit magnesium belerang oksida magnio magnesium
20123,industri pupuk hara mikro kelompok cakup giat buat pupuk kandung unsur hara mikro seng besi tembaga mangan boron molibdenum buat pupuk tunggal kandung hara benefisial kobalt silikon natrium yodium titanium selenium
20124,industri pupuk organik pupuk hayati media tanam kelompok cakup buat pupuk kandung mikroorganisme formula pupuk asal hasil samping industri kandung hara mikro komponen utama buat media tanam tanah gemuk gambut unsur pokok buat media tanam campur tanah alami pasir tanah liat mineral buat bahan amelioran benah baik tanah kapur tani kapur fosfat dolomit zeolit bahan amelioran kandung bahan organik
20125,industri biostimulan kelompok cakup giat buat biostimulan biostimulan rumput laut buat pacu tumbuh tanam
20131,industri damar buat resin sintetis bahan baku plastik kelompok cakup giat buat damar buat bahan baku plastik biji plastik murni alkid poliester amino poliamida epoksi silikon poliuretana polietilena pe polipropilena pp polistirena polivinil klorida selulosa asetat selulosa nitrat biopolimer asam alginat olah lanjut damar buat bahan plastik beli hasil barang bahan baku barang plastik film lembar film peka sinar masuk kelompok
20132,industri karet buat kelompok cakup giat buat karet buat karet stirena butadiena styrene butadiene rubber sbr polychloroprene neoprena neoprene karet akrilonitril butadiena acrylonitrile butadiene rubber nitrile rubber karet silikon silicone rubber polysiloxane karet isoprena isoprene rubber
20211,industri bahan baku berantas hama bahan aktif kelompok cakup giat buat bahan baku pestisida butil fenil metil karbamat buthyl phenyl methyl carbamat bpmc metil isopropil karbamat methyl isopropyl carbamat mipc diazinon carbofuran glyphosate monocrotophos arsenik trioksida arsentrioxid tembaga sulfat copper sulphate
20212,industri berantas hama formulasi kelompok cakup giat olah bahan aktif berantas hama pestisida bentuk pakai insektisida fungisida rodentisida herbisida nematisida moluskisida akarisida pembuataan disinfektan tani guna
20213,industri zat atur tumbuh kelompok cakup giat olah bahan kimia zat atur tumbuh atonik ethrel cepha dekamon mixtalol hidrasil sitozim
20221,industri cat kelompok cakup giat buat cat cat dasar cat logam cat kayu cat tembok cat kapal cat epoksi email
20222,industri pernis kelompok cakup giat buat lacquer pernis larut komposit organik tiner hapus cat pernis mastik
20223,industri dempul kelompok cakup giat buat dempul plamir dempul nonrefraktori bahan tutup muka jenis
20229,industri sedia warna lap kelompok cakup giat buat sedia pigmen bahan celup warna opacifier buat email kilap lap preparat jenis tinta cetak cat luk bahan lap
20231,industri bahan produk bersih kelompok cakup giat buat sabun krim sabun cuci piring buat deterjen bahan bersih rumah tangga kertas gumpal kapas tekstil lapis sabun deterjen tisu basah gliserol mentah sedia zat aktif muka bubuk cuci padat cair deterjen sedia cuci piring lembut bahan pakai produk bersih kilap harum deodoran ruang lilin buat lilin olah wax kilap krim barang kulit kilap krim kayu kilap kaca logam pasta bubuk gosok kertas gumpal lapis pasta bubuk gosok produk antiseptik disinfektan rumah tangga kelompok cakup buat sabun mandi
20232,industri kosmetik manusia cair lensa kontak kelompok cakup giat buat kosmetik manusia produk awat rambut sampo obat keriting lurus rambut produk awat kuku menikur pedikur produk awat kulit krim losion cegah bakar sinar matahari krim lotion kulit cokelat jemur produk bersih badan sabun kosmetik sabun mandi sabun mandi antiseptik external intimate hygiene deodoran garam mandi produk cukur kosmetik dekoratif tata rias muka tata rias wangi wangi parfum tata rias kuku tata rias rambut warna rambut pasta gigi produk jaga higienitas mulut produk kosmetik mutih gigi cair lensa kontak
20233,industri kosmetik hewan kelompok cakup giat buat kosmetik hewan parfum sampo sabun bedak krim losion
20234,industri rekat gigi kelompok cakup giat buat produk rekat gigi
20235,industri parfum sesuai pesan kelompok cakup giat buat wangi wangi parfum racik dasar pesan aroma pilih langgan buat parfum isi ulang
20291,industri rekat lem kelompok cakup giat buat rekat lem perlu industri alat rumah tangga asal tanam hewan plastik pati starch rekat tulang ester eter selulosa fenol formaldehida phenol formaldehyde urea formaldehida urea formaldehyde melamin formaldehida melamine formaldehyde rekat epoksi
20292,industri bahan ledak kelompok cakup giat buat barang ledak mesiu dinamit detonator kembang api petas merkuri fulminat bahan dorong roket
20293,industri tinta kelompok cakup giat buat tinta tinta tulis tinta
20294,industri minyak asiri hulu kelompok cakup giat buat minyak asiri minyak jahe minyak kayu manis minyak ketumbar minyak cengkih minyak kapulaga minyak pala minyak melati minyak kenanga minyak akar wangi minyak serai wangi minyak serai dapur minyak nilam minyak cendana minyak gaharu minyak kayu putih minyak pepermin minyak rempah rempah minyak asal getah kulit kayu akar daun buah biji bunga kelompok mana
20295,industri korek api kelompok cakup giat buat korek api bentuk batang matches kelompok cakup buat batu korek api flint buat mantik api lighter
20296,industri minyak asiri rantai tengah kelompok cakup giat olah minyak asiri kelompok aneka produk hilir minyak asiri bahan baku produksi bahan asa flavour produksi bahan wewangian fragrance produksi aneka bahan kimia bas olah hilir minyak asiri dalam buat bioaditif bahan bakar minyak minyak asiri campur minyak asiri zat aromatik alami produk preparat bau bau minyak asiri guna asa wewangian bioaditif bas minyak asiri oleoresin hasil ekstraksi
20297,industri biofuel cair kelompok cakup giat buat bahan bakar nabati bentuk cair bahan baku biomassa biodiesel bioetanol biofuel aviasi buat biofuel bentuk padat masuk subgolongan
20298,industri cair rokok elektrik kelompok cakup giat buat cair rokok elektrik kandung nikotin nikotin sistem tutup pod disposabel kartrid sistem buka isi ulang formulasi campur emas cair rokok elektrik bahan baku nikotin zat asa propilena glikol gliserin nabati aditif
20299,industri barang kimia ytdl kelompok cakup giat buat bahan bahan barang barang kimia klasifikasi kelompok mana buat gelatin buat pepton turun pepton substansi protein serta turun buat lemak minyak hewani nabati mikroba fraksi rebus oksidasi kering sulfur tiup polimerisasi panas vakum gas inert modifikasi kimiawi buat bahan isolasi panas plastik karet bahan semir polish buat aditif minyak lumas film peka cahaya kertas fotografi buat bahan tekstil kulit buat bubuk pasta patri sambung logam kelas buat substansi logam aditif formulasi semen buat akselerator karet formulasi buat katalis buat sedia antiketuk sedia antibeku buat reagen diagnostik laboratorium komposit buat minyak rem brake fluid buat produk kimia guna industri
20301,industri serat filamen strip buat kelompok cakup giat buat serat filamen strip sintetis artifisial bentuk gulung tow bahan dasar poliamida poliester polipropilena akrilik rayon selulosa asetat olah
20302,industri serat stapel buat kelompok cakup giat buat serat stapel sintetis artifisial bahan dasar poliamida poliester rayon akrilik selulosa asetat kecuali serat gelas serat optik olah serat stapel serat bentuk pendek pendek
21011,industri bahan baku farmasi manusia kelompok cakup buat olah bahan obat bahan bantu manusia asal bahan kimia bahan alam hewan tumbuh tumbuh asal hasil biologis bahan obat obat antisera fraksi darah vaksin preparat homeopatik substansi aktif obat antibiotik vitamin salisilik asam asetilsalsilik lainlain bahan farmakologi industri obat obat olah darah gula murni kimia garam farmasi olah kelenjar buat ekstraksi kelenjar kelompok cakup buat monosodium glutamat msg
21012,industri produk farmasi manusia kelompok cakup buat olah obat obat suplemen sehat makan obat kuasi bentuk sedia manusia bentuk tablet kapsul salep bubuk larut larut parenteral suspensi obat kontrasepsi hormonal produksi radiofarmaka produksi farmasi bioteknologi
21013,industri produk farmasi hewan kelompok cakup giat buat olah emas ulang obat obat bentuk sedia hewan bentuk serbuk tablet kapsul salep larut suspensi aerosol buat produk benang bedah alat alat diagnosis medis produksi radioisotop radiofarmaka farmasi bioteknologi balut medis perban jenis khusus hewan
21014,industri bahan baku farmasi hewan kelompok cakup buat olah bahan obat bahan bantu hewan asal bahan kimia bahan alam hewan tumbuh tumbuh asal hasil biologis bahan obat obat antisera fraksi darah vaksin preparat homeopatik substansi aktif obat bahan farmakologi buat obat obat antibiotik vitamin salisilik asam asetilsalsilik olah darah gula murni kimia garam farmasi olah kelenjar ekstraksi kelenjar
21015,industri alat diagnosis medis perban kasa tunjang sehat kelompok cakup buat olah alat sehat kait diagnosis medis produk subgolongan kelompok cakup buat produk kontrasepsi guna eksternal buat alat diagnosis medis uji hamil uji gula darah buat kapas medis kapas cantik kapas pentol cotton bud perban kasa medis plester buat nasal wash lumas pribadi personal lubricant kelompok cakup buat stik kapas pentol cotton bud
21021,industri bahan baku obat bahan alam manusia kelompok cakup giat olah ekstrak simplisia sedia galenik bahan tambah bahan khasiat khasiat ubah ubah olah obat bahan alam bahan produk ruah industri produk obat bahan alam manusia kelompok cakup giat olah produk obat bahan alam bahan pakai sumber daya alam bentuk mentah proses lanjut tumbuh hewan jasad renik mineral campur bahan bentuk dian serbuk serbuk instan rajang pil dodol jenang pilis tapel pastiles tablet kapsul cair larut emulsi suspensi efervesen film strip gummy chewable salep losion krim gel aerosol obat plester supositoria buat minum jamu suplemen sehat makan produk farmasi
21023,industri produk obat bahan alam hewan kelompok cakup giat olah produk obat bahan alam hewan bahan asal tumbuh tumbuh bahan hewan bahan mineral sedia sari galenik campur bahan bentuk serbuk rajang pil dodol jenang pastiles tablet kapsul cair larut emulsi suspensi salep krim gel supositoria
21024,industri bahan baku obat bahan alam hewan kelompok cakup giat olah ekstrak simplisia sedia galenik bahan tambah bahan khasiat khasiat ubah ubah olah obatbahan alam hewan
22111,industri ban ban kelompok cakup giat buat ban ban bahan utama karet alam karet buat jenis kendara motor sepeda kendara angkut alat pakai ban
22112,industri bentuk ban vulkanisasi ban kelompok cakup giat baik ban pakai ban bekas ban kendara motor sepeda kendara angkut alat pakai ban
22121,industri karet asap kelompok cakup giat olah karet asap hasil produk karet asap ribbed smoked sheet rss lembar karet asap
22122,industri karet lembar crepe rubber kelompok cakup giat olah karet giling hasil karet bentuk lembar lembar karet halus rubber sheet lembar karet keriput crepe rubber kelompok cakup buat lembar karet asap buat lembar karet zat aditif
22123,industri karet remah crumb rubber kelompok cakup giat olah karet hasil karet remah crumb rubber
22129,industri karet kelompok cakup giat olah karet alam hasil produk karet lateks pekat karet cair karet depolimerisasi
22191,industri barang karet perlu rumah tangga kelompok cakup giat buat barang barang karet perlu rumah tangga karpet karet selang karet tabung pipa selang air benang tali karet benang rajut tenun kain lap karet tutup bingkai gulung karet matras karet pompa balon pompa karet spons busa sikat karet matras kasur air waterbed karet kelompok cakup giat buat keset tali timba pot bunga karet
22192,industri barang karet perlu industri kelompok cakup usaha buat barang barang karet perlu industri konveyour sabuk fan belt engine mounting lining karet pelat karet lembar karet potong karet batang karet bentuk profil karet zat aditif perkakas cincin segel karet batang pipa uap panas karet keras bahan repair karet lengkap motor gerak karet transmisi body frame suspensi steering aksel axle buat karet
22193,industri barang karet perlu infrastruktur kelompok cakup giat buat kompon barangbarang karet perlu infrastruktur kompon aspal karet serbuk karet alam teraktivasi skat bumper dermaga dock fender bantal seismik seismic bearing bantal jembatan bendung karet rubber dam bonggol jalan road bump karet bantal rel rail pad pagar rel rail guard sekat kanal canal blocking kerucut lintas traffic cone
22194,industri barang karet sehat kelompok cakup giat buat barang karet butuh tunjang sehat sarung kontrasepsi kondom dot alat kompres sarung tangan karet medis kateter urin folley catheter
22199,industri barang karet ytdl kelompok cakup giat buat barang karet buat barang ban bekas sisa macammacam barang karet sarung tangan karet perlu medis barang barang karet pakai satu jahit sisir jepit rambut rol rambut jenis karet keras kain tekstil resap lapis laminasi karet karet bahan pokok topi baju mandi karet jas hujan pakai selam karet alat alat seks karet
22201,industri barang plastik bangun kelompok cakup giat buat barang plastik bangun pintu jendela kusen daun tutup jendela kerai skirting boards plastik tangki tandon air plastik tutup lantai dinding langit langit plastik bentuk gulung lembar alat bersih plastik gorden plastik shower wastafel lavatory pan bak siram flushing
22202,industri barang plastik bioplastik emas kelompok cakup giat buat kemas plastik bioplastik tas kantong plastik sak karung plastik kemas kosmetik kemas film kemas obat kemas makan kemas plastik wadah botol boks kotak rak kelompok cakup giat buat karung bagor plastik tenun
22203,industri pipa plastik lengkap kelompok cakup giat buat pipa selang plastik pipa selang plastik tabung plastik lengkap pipa barang barang jenis plastik polivinil klorida pvc polietilena pe polipropilena pp
22204,industri plastik lembar kelompok cakup giat buat barang plastik lembar plastik lembar jenis polietilena pe polipropilena pp polivinil klorida pvc kulit imitasi formika kaca plastik pelat plastik lembar plastik balok plastik film foil potong plastik rekat
22205,industri lengkap alat rumah tangga plastik furnitur kelompok cakup giat buat barang barang lengkap alat rumah tangga plastik tikar karpet ember vas barang lengkap rumah tangga tunjang sehat sikat gigi botol susu plastik kelompok cakup giat buat alat makan alat dapur barang barang toilet plastik tutup lantai tahan vinil linoleum
22206,industri barang alat teknik industri plastik kelompok cakup giat buat barang barang alat teknik industri plastik mesin lengkap motor gerak transmisi bodi rangka suspensi steering aksel axle botol botol pipa pipa lemari plastik perlu teknik industri konveyor sabuk conveyor belt
22209,industri barang plastik kelompok cakup giat buat barang barang plastik klasifikasi subgolongan alat kantor didik alat sehat laboratorium plastik kantong infus selang infus film lembar kertas kaca selofan cellophane batu buat plastik tanda plastik listrik barang plastik tutup kepala alat sekat alat terang barang barang pakai segel satu jahit lengkap furnitur patung pita rekat plastik tutup dinding plastik sepatu plastik tahan pegang cerutu rokok plastik sisir keriting rambut plastik barangbarang unik plastik kelompok cakup giat olah selesai barang plastik lapis logam zat lap cat kecuali suku cadang aksesori kendara motor plastik kelompok cakup buat barang barang alat olahraga kolam renang plastik anak anak buat main anak anak plastik buat tas buku saku jenis kulit kulit buat
23111,industri kaca lembar kelompok cakup giat buat kaca lembar kaca lembar bening warna kaca lembar bening warna kaca lembar buram warna kaca patri kaca ukir kaca cermin kelompok cakup giat bentuk olah kaca lembar
23112,industri kaca kam kelompok cakup giat buat kaca kam kaca kam keras kaca kam lap kaca kam isolasi kaca kam
23119,industri kaca kelompok cakup giat buat kaca kelompok tubes rods kaca batang kaca pipa bentuk olah kaca datar
23121,industri lengkap alat rumah tangga kaca kelompok cakup giat buat lengkap rumah tangga kaca cangkir gelas minum piring mangkuk teko stoples asbak botol susu bayi giat buat barang barang pajang kaca patung arca kaca vas lampu kristal semprong lampu tekan semprong lampu tempel kelompok cakup buat wadah kemas kaca kristal botol guci kaca rongga
23122,industri alat laboratorium sehat kaca kelompok cakup giat buat alat laboratorium sehat kaca alat laboratorium klinis perlu diagnosis tabung uji sampel biologis darah urin saliva alat laboratorium nonklinis sehat botol serum infus ampul tabung uji tabung ukur kaca sorong mikroskop vet desikator kelompok cakup alat laboratorium kaca tahan api suhu tinggi labu distilasi
23129,industri produk kaca kelompok cakup giat buat produk kaca cakup kelompok tasbih rosario manik gelas gelas enamel aquarium serat kaca fiberglass produk produk wol kaca nonwoven kaca kaca jam dinding kaca arloji kaca elemen optik optis barang kaca hias imitasi kaca isolasi lengkap isolasi kaca produk kaca kristal giat buat bahan bangun kaca bata ubin genteng paving block sekat dinding
23911,industri bata mortar semen jenis tahan api kelompok cakup giat buat bata tahan api mortar tahan api semen tahan api beton komposit jenis tahan api alumina silika basa basic
23919,industri produk refraktor tahan api kelompok cakup giat buat produk tahan api bata tahan api produk keramik sekat panas tepung fosil siliceous ubin balok refraktor tabung kimia labu distilasi wadah lebur logam nyaring tabung pipa produk tahan api mineral nonlogam tambang gali kerikil batu tanah liat barang refraktor kandung magnesit dolomit kromit
23921,industri batu bata tanah liat keramik kelompok cakup giat buat batu bata bata pres bata rongga bata hias bata pres bata lubang buat semen merah kerikil tanah liat
23922,industri genteng tanah liat keramik kelompok cakup giat buat genteng tanah liat keramik genteng pres genteng genteng kodok genteng diglazur
23929,industri bahan bangun tanah liat keramik kelompok cakup giat buat produk tanah liat keramik perlu bahan bangun batu bata genteng salur air ubin lubang angin buis cincin sumur tungku keramik ubin dinding nonrefraktori kubus mosaik paving ubin keramik nonrefraktori ubin atap cerobong asap pipa salur keramik balok lantai tanah liat bakar kelompok cakup giat buat alat sanitasi tanah liat porselen
23931,industri lengkap rumah tangga porselen kelompok cakup giat buat lengkap rumah tangga porselen piring tata cangkir mangkuk teko kendi sendok asbak barang toilet stoples produk jenis angkut emas barang giat buat barang pajang porselen arca patung produk keramik ornamental bunga kotak rokok guci kelompok cakup buat produk lengkap sanitasi porselen
23932,industri lengkap rumah tangga tanah liat keramik kelompok cakup giat buat produk tanah liat keramik lengkap rumah tangga pajang hias jenis piring cangkir mangkuk kendi teko periuk tempayan patung vas bunga sirih kotak sigaret celengan produk keramik teknis isolator fiting isolasi magnet permanen stoples produk jenis angkut emas barang
23933,industri alat laboratorium alat listrik teknik porselen kelompok cakup giat buat alat laboratorium listrik teknik lengkap porselen lumpang alu piring tap tabung kimia botol guci cawan rumah sekering insulator isolator tegang rendah isolator tegang tinggi magnet fit keramik produk keramik laboratorium kimia industri
