kode,keterangan_bersih
46737,dagang besar cat kelompok cakup dagang besar bagai macam cat bahan konstruksi cat dasar cat logam cat kayu cat tembok masuk dagang ecer email dempul plamir
46738,dagang besar bagai macam material bangun kelompok cakup dagang besar bagai macam material bangun semen pasir paku cat
46739,dagang besar bahan konstruksi perkakas lengkap pipa alat panas lain kelompok cakup dagang besar bahan konstruksi lain belum cakup kelompok s d kertas dinding wallpaper pipa selang plastik formika plastik lembar gelombang asbes semen rata asbes semen lap pipa salur asbes semen masuk dagang besar perkakas tangan perkakas tangan tenaga listrik panas air water heater boiler
46741,dagang besar mineral bukan logam kelompok cakup dagang besar mineral bukan logam intan korundum grafit arsen pasir kuarsa fluorspar kriolit yodium brom klor belerang fosfat halit asbes talk mika magnesit yarosit oker fluorit ball clay zeolit kaolin feldspar bentonit gipsum dolomit kalsit rijang pirofilit kuarsit zirkon wolastonit tawas batu kuarsa perlit garam batu tanah liat clay batu gamping semen
46742,dagang besar mineral radioaktif kelompok cakup dagang besar mineral radioaktif radium torium uranium monasit bahan gali radioaktif lain
46743,dagang besar zat radioaktif bangkit radiasi ion kelompok cakup dagang besar zat radioaktif bangkit radiasi ion dagang besar bahan barang kimia subgolongan cakup dagang besar bahan barang kimia dagang besar pupuk produk agrokimia dagang besar bahan bahaya b
46751,dagang besar bahan barang kimia kelompok cakup dagang besar bagai bahan barang kimia dasar kimia industri bahan bahaya tinta printer minyak asiri gas industri masuk hidrogen rekat kimia warna resin buat metanol parafin asa wangi soda garam industri asam sulfur dagang besar pupuk produk agrokimia kelompok cakup dagang besar pupuk produk agrokimia kimia tani
46753,dagang besar bahan bahaya b kelompok cakup dagang besar bahan punya sifat racun toksisitas karsinogenik teratogenik mutagenik korosif iritasi sebut bahan bahaya b
46791,dagang besar alat sehat laboratorium manusia kelompok cakup usaha dagang besar alat laboratorium alat medis bedah ortopedi jenis manusia dagang besar alat sehat hewan kelompok cakup dagang besar alat laboratorium diagnosis bedah jenis hewan liput giat pasu keluar distribusi
46793,dagang besar karet plastik bentuk dasar kelompok cakup dagang besar karet bahan plastik bentuk dasar
46794,dagang besar kertas karton kelompok cakup dagang besar kertas karton
46795,dagang besar barang kertas karton kelompok cakup dagang besar barang kertas karton kantong kertas tisu toilet popok disposabel balut wanita disposabel
46796,dagang besar barang bekas skrap kelompok cakup dagang besar barang bekas skrap potong logam nonlogam bahan daur ulang masuk kumpul urut pisah lepas barang guna misal mobil dapat bagi masih guna epak epak simpan kirim tanpa proses ubah nyata beli jual barang sisa masih punya nilai
46799,dagang besar produk lain ytdl kelompok cakup dagang besar produk lain belum cakup salah satu kelompok dagang besar atas dagang besar serat fiber tekstil dagang besar batu mulia berlian intan safir lain dagang besar e liquid rokok elektrik dagang besar kemas kayu bentuk kotak peti drum lain gulung kabel kayu palet papan angkut lain kayu
46901,dagang besar bagai macam barang grosir kulak swalayan kelompok cakup giat dagang besar bagai macam barang spesialisasi tentu harga telah tentu beli ambil sendiri barang bayar meja kasir
46902,dagang besar bagai macam barang di grosir kulak swalayan kelompok cakup giat dagang besar bagai macam barang spesialisasi tentu tidak terap sistem swalayan umum dapat proses tawar tawar tentu harga grosir kulak tradisional
47111,dagang ecer bagai macam barang utama makan minum tembakau sistem swalayan kelompok cakup dagang ecer bagai jenis barang butuh utama bahan makan makan minum tembakau harga sudah tentu beli ambil bayar sendiri kasir self service swalayan samping giat juga laku dagang ecer beberapa barang bukan makan perabot rumah tangga main anak anak obat obat alat sehat pakai tetap dominasi barang makan minum tembakau misal minimarket supermarket hipermarket
47112,dagang ecer bagai macam barang utama makan minum tembakau sistem swalayan kelompok cakup dagang ecer bagai jenis barang butuh utama bahan makan makan minum tembakau bukan dengan sistem swalayan minimarket supermarket hypermarket samping giat juga laku jual beberapa barang bukan makan pakai perabot rumah tangga main anak misal warung toko bahan butuh pokok
47191,dagang ecer bagai macam barang utama bukan makan minum tembakau sistem swalayan kelompok cakup dagang ecer bagai jenis barang utama bukan makan minum tembakau sistem swalayan department store toserba umum barang barang dagang lain pakai mebel hias main anak anak alat alat olahraga kosmetik
47192,dagang ecer bagai macam barang utama bukan makan minum tembakau dengan sistem swalayan kelompok cakup dagang ecer bagai jenis barang utama bukan makan minum tembakau selaindengan sistem swalayan umum barang barang dagang lain pakai perabot rumah tangga hias main anak anak kosmetik integrasi bawah satu kelola misal toko barang kelontong
47211,dagang ecer padi palawija kelompok cakup dagang ecer khusus padi palawija gabah jagung ubi jalar ubi kayu talas kacang kedelai kacang tanah kacang hitam kacang polong
47212,dagang ecer buah buah kelompok cakup dagang ecer khusus buah buah apel anggur alpukat belimbing duku durian jambu jeruk mangga manggis nanas pisang pepaya rambutan sawo salak semangka
47213,dagang ecer sayur kelompok cakup dagang ecer khusus sayur bawang merah bawang putih kentang wortel terung buncis mentimun labu siam kacang panjang kacang merah
47214,dagang ecer hasil terna kelompok cakup dagang ecer khusus hasil terna susu telur daging ternak daging unggas
47215,dagang ecer hasil ikan kelompok cakup dagang ecer khusus hasil ikan udang segar ikan segar cumi cumi segar rumput laut
47216,dagang ecer hasil hutan buru kelompok cakup dagang ecer khusus komoditas hasil hutan buru kijang buah kenari bambu muda rebung
47219,dagang ecer hasil tani lain kelompok cakup usaha dagang ecer khusus komoditas hasil tani belum cakup kelompok s d lada pala kunyit kencur temulawak lengkuas madu
47221,dagang ecer minum alkohol kelompok cakup dagang ecer khusus minum alkohol dalam bangun langsung minum tempat minum keras wiski whisky genever brendi brandy gin arak rum sake tuak wine minum kandung malt bir ale stout temulawak giat dapat laku dalam bangun maupun lokasi pinggir jalan kaki lima serambi toko emper tempat tetap pasar sifat fleksibel dapat pindah pindah los pasar media lain masuk lalu internet dagang ecer minum alkohol kelompok cakup usaha dagang ecer khusus minum alkohol tidak konsumsi langsung tempat seperti minum ringan limun air soda markisa teh botol air mineral beras kencur minum kopi bagai jenis minum tidak alkohol lain tidak langsung minum tempat giat dapat laku dalam bangun maupun lokasi seperti pinggir jalan kaki lima serambi toko emper tempat tetap pasar sifat fleksibel dapat pindah pindah los pasar media lain masuk lalu internet
47230,dagang ecer rokok tembakau kelompok cakup dagang ecer tembakau bagai bentuk rokok kretek rokok putih rokok cerutu rokok kelembak tembakau krosok tembakau susur tembakau pipa papier dagang ecer produk aksesori rokok mantik cangklong alat linting rokok dagang ecer rokok elektrik cair rokok elektrik eliquid
47241,dagang ecer beras kelompok cakup dagang ecer khusus bagai jenis beras beras cianjur beras cisadane beras saigon beras ketan
47242,dagang ecer roti kue kering kue basah jenis kelompok cakup dagang ecer khusus bagai jenis roti kue kering kue basah roti manis roti tawar bolu kue kue tar biskuit wafer kue semprong kuk
47243,dagang ecer kopi gula pasir gula merah jenis kelompok cakup dagang ecer khusus kopi gula pasir gula merah teh
47244,dagang ecer tahu tempe tauco oncom kelompok cakup dagang ecer khusus tahu tempe tauco oncom
47245,dagang ecer daging olah kelompok cakup dagang ecer khusus bagai jenis produk daging olah daging sapi babi unggas domba kelinci kambing unta daging segar lain sosis bakso abon
47246,dagang ecer ikan olah kelompok cakup dagang ecer bagai jenis produk olah ikan udang kerang asin kering dalam bangun sosis bakso abon olah ikan teri cucut selar kerapu udang rebon petek gabus sepat cumi cumi kepah remis kerang
47249,dagang ecer makan lain kelompok cakup dagang ecer khusus komoditas makan hasil industri belum cakup kelompok s d asin buah buah sayur buah buah sayur awet kerupuk emping ceriping
47301,dagang ecer bahan bakar sarana isi bahan bakar kelompok cakup dagang ecer bahan bakar minyak bahan bakar gas gas minyak cair lpg gas alam cair lng jenis bahan bakar misal hidrogen sarana isi bahan bakar transportasi darat laut udara spbu spbg spbh kendara motor mobil sepeda motor masuk bahan bakar kapal cepat speed boat genset umum giat kombinasi jual bahan bahan lumas produk dingin bahan bahan bersih barang barang perlu mobil sepeda motor kelompok tidak cakup dagang besar bahan bakar dagang ecer lpg bahan bakar untuk perlu masak panas
47302,dagang ecer bahan bakar sarana isi bahan bakar kelompok cakup dagang ecer bahan bakar minyak bahan bakar gas gas minyak cair lpg gas alam cair lng gas alam mampat cng jenis bahan bakar selain sarana isi bahan bakar transportasi darat laut udara agen bbm agen lpg baik serta jual minyak lumas maupun dagang ecer bahan bakar mobil sepeda motor di spbu masuk kelompok
47303,dagang ecer minyak lumas kelompok cakup dagang ecer minyak lumas produk dingin kendara motor
47401,dagang ecer komputer lengkap kelompok cakup dagang ecer khusus macam macam komputer alat lengkap komputer pribadi personal computer pc laptop printer mesin fotokopi papan tulis interaktif alat konferensi video
47402,dagang ecer alat produk gim video jenis kelompok cakup dagang ecer alat konsol gim video produk gim video bentuk fisik catridge cd dvd bentuk lain
47403,dagang ecer perangkat lunak software kelompok cakup dagang ecer khusus perangkat lunak software macam perangkat lunak sedia bentuk fisik hak guna terus terus
47404,dagang ecer telepon serta aksesorisnya kelompok cakup dagang ecer telepon telepon genggam telepon pintar pesawat telepon serta aksesorisnya layar antigores casing lindung cas perangkat bebas genggam
47405,dagang ecer mesin alat kantor kelompok cakup dagang ecer khusus mesin kantor komputer mesin ketik mesin hitung mesin kasir
47406,dagang ecer alat audio video kelompok cakup dagang ecer khusus alat audio video radio televisi video rekam pita tape recorder kuat audio amplifier rekam kaset cassete recorder masuk alat stereo media dapat rekam alat rekam putar cd dvd
47511,dagang ecer tekstil kelompok cakup dagang ecer tekstil macammacam kain buat serat alam sintetis maupun campur kain tenun kain sarung katun kain sarung poliester kain suiting sutera kain suiting serat campur kain cetak kain cetak kapas kain cetak poliamida kain kedap air kain batik kain batik tulis kain batik cap kain batik kombinasi tulis cap kain rajut kain rajut wol kain rajut rayon kain rajut wol kapas masuk dagang ecer bahan dasar buat permadani permadani hias dinding bordir sulam
47512,dagang ecer lengkap rumah tangga tekstil kelompok cakup dagang ecer khusus lengkap rumah tangga tekstil taplak meja seprai terpal sarung bantal kelambu kain kasur kain bantal kain pel linen rumah tangga masuk bantal guling
47513,dagang ecer lengkap jahit jahit kelompok cakup dagang ecer lengkap jahit jahit benang jarum jahit
47521,dagang ecer bahan material konstruksi kelompok cakup dagang ecer bahan konstruksi logam kawat tali kawat nyamuk paku mur baut engsel gerendel kunci anak kunci tangki air menara air pintu rol rolling door auning awning seng lembar dagang ecer bahan konstruksi porselen kloset bidet wastafel winoir bak cuci bak mandi ubin dinding dagang ecer bahan konstruksi kayu papan galar papan reng papan lis tiang telepon tiang listrik balok bantal kusen pintu jendela daun pintu jendela ubin kayu atap kayu sirap kayu lapis tripleks kayu lapis interior teak wood papan partikel particle board papan cip chip board kayu lap kayu lapis cetak beton dagang ecer bahan konstruksi tanah liat kapur semen kaca genteng pres genteng kodok batu bata pres batu bata rongga batu tahan api ubin lantai ubin dinding ubin batako lubang angin bak mandi kloset eternit pipa irigasi buis dagang ecer material bangun lain pipa selang plastik formika plastik lembar gelombang asbes semen rata asbes semen lap pipa salur asbes semen semen kapur pasir batu paku alat sanitasi
47522,dagang ecer kaca lembar kelompok cakup dagang ecer kaca lembar bahan konstruksi kaca lembar bening kaca lembar buram kaca lembar bening warna kaca lembar ukir
47523,dagang ecer perkakas alat tukang kelompok cakup dagang ecer perkakas alat tukang baik gerak tangan maupun tenaga listrik palu gergaji obeng
47524,dagang ecer alat selamat gawat darurat kelompok cakup dagang ecer alat gawat darurat alarm bakar baik elektrik maupun elektronik alat madam bakar blok gawat darurat sistem sedot asap brankas lemari besi jasa pasang awat
47525,dagang ecer cat pernis lakeri kelompok cakup dagang ecer bagai macam cat lap lain bahan konstruksi cat dasar cat logam cat kayu cat tembok email dempul plamir pernis lakeri
47526,dagang ecer bahan bahan energi baru kelompok cakup dagang ecer bahan bahan energi baru kolektor surya bukan hasil tenaga listrik panel fotovoltaik bahan lain jasa instalasi
47530,dagang ecer karpet permadani tutup dinding lantai kelompok cakup dagang ecer karpet permadani dagang ecer tirai gorden dagang ecer tutup dinding lantai kertas dinding ubin laminasi lantai vinil kelompok tidak cakup dagang ecer ubin lantai bahan bangun ubin laminasi vinil
47591,dagang ecer furnitur kelompok cakup dagang ecer furnitur meja kursi lemari tempat tidur rak buku rak sepatu bufet kasur dipan kasur
47592,dagang ecer alat listrik rumah tangga alat terang lengkap kelompok cakup dagang ecer alat listrik rumah tangga lengkap terang mesin cuci lemari es kipas angin alat isap debu alat gosok lantai kocok mixer setrika listrik blender lampu pijar lampu neon starter ballast reflektor kabel sakelar stop kontak fiting sekring
47593,dagang ecer barang pecah belah lengkap dapur makan kelompok cakup dagang ecer barang pecah belah lengkap dapur makan piring pisin mangkuk cangkir teko sendok garpu rantang stoples botol susu bayi panci baki ember termos jerigen teko kendi periuk cobek tempayan lumpang asbak alu lesung parut kelapa talenan papan gilesan centong bakul tampah kukus kipas tangan masak tudung saji tusuk sate giling daging
47594,dagang ecer alat musik kelompok cakup dagang ecer alat musik baik alat musik tradisional maupun alat musik modern kecapi seruling bambu calung angklung kolintang gamelan set rebab rebana tifa sasando seruling flute saksofon harmonika trombon gitar mandolin ukulele harpa bas gambus biola selo piano organ drum garpu tala
47599,dagang ecer alat lengkap rumah tangga lain ytdl kelompok cakup dagang ecer alat lengkap rumah tangga lain subgolongan tidak klasifikasi tempat seperti sapu lidi sapu ijuk sikat keset alat kain pel
47611,dagang ecer alat tulis tulis gambar kelompok cakup dagang ecer alat tulis tulis gambar pensil pulpen spidol balpoin sign pen pensil mekanik jangka kuas gambar rapido krayon pastel papan tulis meja gambar white board alat alat sablon pita mesin tulis cat air cat minyak karet hapus kayu hapus cair pita koreksi tinta asah pensil penggar kapur tulis
47612,dagang ecer hasil cetak terbit kelompok cakup dagang ecer hasil cetak terbit faktur nota kuitansi kartu nama etiket amplop agenda buku alamat kartu ucap kartu pos prangko meterai album buku tulis buku gambar kertas gar kertas grafik atlas huruf braille surat kabar majalah buletin kamus buku ilmu tahu buku gambar
47613,dagang ecer kertas kertas karton barang kertas karton kelompok cakup dagang ecer kertas karton barang kertas karton kertas hvs kertas doorslag kertas kraft kertas tipis kertas kalkir kertas warna karton manila karton buffalo skin karton serat fiber board kertas bungkus wrapping karton kemas makan minum kantong kertas kertas karton lap kertas surat stationary stensil sheet kertas karbon kertas duplikator
47620,dagang ecer alat lengkap olahraga kelompok cakup dagang ecer alat lengkap olahraga masuk alat pancing senjata amunisi buru barang kemah dagang ecer perahu dagang ecer sepeda masuk sepeda listrik sepeda roda satu hoverboard otopet segway dagang ecer alas kaki olahraga khusus misal sepatu sepak bola sepatu luncur es bot ski dagang ecer pakai alat olahraga khusus ski seni bela diri balet dagang ecer parasut tenda kantung tidur lain lain kelompok cakup dagang ecer alas kaki olahraga tidak khusus spesialisasi misal sepatu tenis sepatu basket sepatu gym sepatu latih lain lain
47630,dagang ecer alat main main kelompok cakup dagang ecer alat main main bagai bahan boneka kelereng bekel congklak scrable karambol main upa alat musik mobil mobil main upa senjata main upa alat masak main upa perabot rumah tangga dagang ecer alat pesta misal kostum samar topeng suvenir pesta dandan alat lelucon lain alat sulap kelompok juga cakup dagang ecer main drone kelompok tidak cakup dagang ecer konsol gim gim video media fisik dagang ecer alat main main bekas distribusi video game lalu alir streaming unduh pihak terbit distribusi audio lalu alir streaming unduh pihak terbit terbit edisi alat main main papan platform distribusi dan bagi konten gim video
47690,dagang ecer khusus barang seni rekreasi ytdl kelompok cakup dagang ecer rekam media dagang ecer instrumen musik partitur aksesoris kait misal senar sangga music stands metronom dagang ecer filateli numismatik barang koleksi prangko koin aktivitas galeri seni komersial kelompok juga cakup dagang ecer lengkap seni masuk manik manik tanah liat kanvas cat minyak air lain kelompok tidak cakup dagang ecer gim video bentuk media fisik dagang ecer suvenir rajin tangan barang agama dagang ecer barang antik buku bekas buku antik instrumen musik bekas rekam media bekas distribusi audio lalu media alir streaming unduh terbit
47711,dagang ecer pakai kelompok cakup dagang ecer pakai baik buat tekstil kulit maupun kulit buat kemeja celana jas mantel jaket piyama kebaya blus rok daster singlet kutang bra gaun rok baju bayi pakai tari pakai adat mukena jubah kelompok juga cakup dagang ecer pakai olahraga umum tidak rancang khusus olahraga tentu
47712,dagang ecer sepatu sandal alas kaki lain kelompok cakup dagang ecer khusus sepatu sandal alas kaki lain baik buat kulit kulit buat plastik karet kain maupun kayu sepatu laki laki dewasa sepatu perempuan dewasa sepatu anak sepatu olahraga sepatu sandal sandal selop sepatu sehat
47713,dagang ecer lengkap pakai kelompok cakup dagang ecer khusus lengkap pakai selendang kerudung sapu tangan ikat kepala blangkon peci topi dasi ikat pinggang cadar sarung tangan kaos kaki handuk selimut masuk dagang ecer kancing baju ritsleting benang jahit
47714,dagang ecer tas dompet koper ransel jenis kelompok cakup dagang ecer khusus tas dompet koper ransel jenis baik buat kulit tiru kulit tekstil plastik karet bahan lain tas tangan tas belanja tas sekolah tas surat tas olahraga dompet kotak rias sarung pedang pisau tempat kamera tempat kaca mata kotak pensil masuk dagang ecer payung
47721,dagang ecer sedia farmasi manusia apotek kelompok cakup dagang ecer bagai bentuk sedia farmasi manusia apotek misal bentuk tablet kapsul salep bubuk larut larut parenteral suspensi obat obat sakit kulit mata gigi telinga salur napas salur cerna darah tinggi lain hormon vitamin vitamin suplemen sehat masuk barang perlu sehat karet lain kondom alat sedot susu ibu dot susu kantong darah sarung tangan bedah pipet karet alat keluarga rencana sumbat karet botol kecil vial farmasi
47722,dagang ecer sedia farmasi manusia apotek kelompok cakup dagang ecer sedia farmasi manusia apotek misal bentuk tablet kapsul salep larut larut parenteral suspensi obat obat sakit kulit mata gigi telinga salur napas salur cerna darah tinggi lain hormon vitamin vitamin suplemen sehat contoh giat dapat laku di toko obat apotek desa tipe b jual obat di pasar masuk jual obat keliling lalu internet
47723,dagang ecer obat bahan alam manusia kelompok cakup dagang ecer bagai macam obat bahan alam liput jamu obat herbal standar oht fitofarmaka obat bahan alam lain manusia bahan lain asal tumbuh tumbuh hewan mineral misal bentuk pil kapsul bubuk serbuk bentuk cair suplemen sehat obat kuasi
47724,dagang ecer kosmetik manusia kelompok cakup dagang ecer kosmetik manusia dagang ecer kosmetik tata rias muka eye shadow maskara krim wajah lipstik lipliner dagang ecer wangi wangi cologne toilet water parfum dagang ecer kosmetik rambut sampo tonik rambut minyak rambut dagang ecer kosmetik kuku base coat kuteks kuku nail polish nail cream cuticle remover preparat awat kulit baby oil cleansing lotion masker krim kaki dagang ecer kosmetik bersih badan deodoran semprot deodoran krim douches dagang ecer cukur sabun cukur shaving cream dagang ecer kosmetik tradisional bedak mangir lulur dagang ecer kosmetik lain misal bedak badan kapas cantik bedak bayi contoh toko kosmetik
47725,dagang ecer alat sehat manusia kelompok cakup dagang ecer alat sehat manusia termometer ukur tekan darah alat bantu dengar prostesis ortopedi sangga leher dagang ecer obat farmasi hewan kelompok cakup dagang ecer obat farmasi hewan misal serbuk tablet kapsul salep bubuk larut suspensi aerosol kelompok juga cakup dagang ecer obat ikan
47727,dagang ecer obat tradisional hewan kelompok cakup dagang ecer bagai macam obat tradisional obat alami hewan
47728,dagang ecer kosmetik hewan kelompok cakup giat dagang ecer kosmetik hewan parfum sampo sabun bedak krim losion
47729,dagang ecer bahan baku farmasi alat sehat lain kelompok cakup dagang ecer lain belum cakup kelompok s d bahan baku sedia farmasi bahan baku obat tradisional simplisia manusia hewan alat sehat lain
47731,dagang ecer alat fotografi lengkap kelompok cakup dagang ecer alat fotografi lengkap kamera foto kamera sinematografi proyektor sinematografi pesawat rekam suara pesawat reproduksi suara proyektor gambar over head projector aparat cahaya kilat fotografi frame kamera camera bodies lengkap proyektor gambar cassete film transfer
47732,dagang ecer alat optik lengkap kelompok cakup dagang ecer alat optik lengkap kaca mata kelas teropong monokuler teropong binokuler kaca besar kaca intip strereoskop mikroskop
47733,dagang ecer kacamata kelompok cakup dagang ecer bagai macam kacamata kacamata bantu lihat kacamata redam sinar matahari cahaya lensa kontak contact lens soft lens bingkai frame kacamata kelompok juga cakup giat ahli optik jual kacamata
47734,dagang ecer jam kelompok cakup dagang ecer bagai jenis jam arloji tangan arloji saku jam dinding jam beker lonceng masuk dagang ecer bagi arloji jam
47735,dagang ecer barang hias kelompok cakup dagang ecer barang hias baik buat batu mulia berlian intan batu aji serbuk bubuk intan batu permata batu permata tiru logam mulia maupun bukan logam mulia cincin kalung gelang giwang antinganting tusuk konde peniti bros ikat pinggang kancing logam mulia platina emas perak
47741,dagang ecer lengkap rumah tangga bekas kelompok cakup dagang ecer lengkap rumah tangga bekas meja bekas kursi bekas lemari bekas tempat tidur bekas bufet bekas perangkat makan minum bekas dagang ecer mobil sepeda motor bekas masuk kelompok
47742,dagang ecer pakai alas kaki lengkap pakai bekas kelompok cakup dagang ecer pakai alas kaki lengkap pakai bekas baju bekas celana bekas mantel bekas sepatu bekas selendang bekas topi bekas
47743,dagang ecer barang lengkap pribadi bekas kelompok cakup dagang ecer barang lengkap pribadi bekas jam tangan bekas jam dinding bekas barang hias bekas
47744,dagang ecer barang listrik elektronik bekas kelompok cakup dagang ecer barang listrik elektronik bekas radio bekas tape recorder bekas televisi bekas mesin cuci bekas setrika listrik bekas ering keriting rambut bekas
47745,dagang ecer bahan konstruksi saniter bekas kelompok cakup dagang ecer bahan konstruksi saniter bekas wastafel bekas kloset bekas bak air bekas
47746,dagang ecer barang antik kelompok cakup dagang ecer barang barang antik guci bekas bokor bekas lampu gantung bekas meja kursi marmer bekas
47749,dagang ecer barang bekas lain kelompok cakup dagang ecer barang bekas lain belum cakup kelompok s d
47751,dagang ecer hewan sayang pet animals kelompok cakup giat dagang ecer hewan sayang kucing anjing ular kelinci biawak lainlain
47752,dagang ecer hewan ternak bibit hewan kelompok cakup giat dagang ecer hewan ternak bibit hewan sapi kambing unggas serta bibit
47753,dagang ecer ikan biota air hidup lain kelompok cakup giat dagang ecer ikan biota air hidup lain bukan konsumsi ikan hias kerang mutiara bunga karang nener benih bandeng benur benih udang benih ikan benih bening lobster bbl dagang ikan olah ikan masuk kelompok
47754,dagang ecer pakan ternak unggas ikan hewan sayang kelompok cakup giat dagang ecer pakan ternak unggas ikan makan hewan sayang ransum pakan ternak unggas ikan konsentrat pakan ternak unggas ikan tepung tulang tepung darah tepung kerang
47761,dagang ecer bunga potong florist kelompok cakup giat dagang ecer bunga potong florist
47762,dagang ecer tanam bibit tanam tanam hutan kelompok cakup giat dagang ecer tanam biji benih bibit tanam dagang ecer tanam obat tanam hias anggrek mawar melati sedap malam tanam hias air bibit tanam hias obat kelompok tidak cakup dagang benih tanam hutan
47763,dagang ecer pupuk berantas hama kelompok cakup giat dagang ecer khusus bagai macam pupuk berantas hama pupuk buat tunggal urea za tsp dsp pupuk buat majemuk campur mono amonium fosfat amonium fosfat nitrogen fosfat kalium pupuk alam pupuk kompos pupuk dolomit pupuk kapur insektisida fungisida rodentisida herbisida nematisida akarisida
47764,dagang ecer lengkap media tanam hias kelompok cakup dagang ecer lengkap tanam hias pot media tanam
47765,dagang ecer tanam bibit tanam hutan kelompok cakup giat dagang ecer tanam biji benih bibit tanam hutan bagi tanam hutan
47771,dagang ecer minyak tanah kelompok cakup giat dagang ecer minyak tanah
47772,dagang ecer gas tabung lpg kelompok cakup giat dagang ecer gas minyak cair lpg tabung masak
47773,dagang ecer bahan kimia kelompok cakup dagang ecer khusus bahan kimia soda kaustik soda abu soda kue amonia bahan warna bahan awet
47774,dagang ecer aromatik segar minyak asiri kelompok cakup dagang ecer khusus aromatik segar minyak asiri minyak kenanga minyak sereh minyak kayu putih minyak cendana minyak lawang minyak tengkawang minyak gandapura minyak jarak minyak kapulaga minyak pala minyak delas minyak akar wangi
47779,dagang ecer bahan kimia aromatik segar minyak asiri bahan bakar bahan bakar kendara motor lain kelompok cakup giat dagang ecer lain tidak cakup kelompok s d gelatin bahan isolasi panas plastik karet bahan semir kapur barus kayu bakar
47781,dagang ecer cendera mata rajin barang barang agama kelompok cakup dagang ecer cendera mata barang rajin barang barang agama bagai bahan patung topeng relief ukir nama wayang pigura kap lampu bingkai talam baki tas keranjang tikar topi tudung kerai hias dinding keset kipas kulit penyu karang bunga kulit kerang pipa rokok tulang pajang tanduk vas bunga tempat lilin piala medali gantung kunci asbak tempat sirih celengan pot bunga masuk giat galeri seni jual barang rajin sebut
47782,dagang ecer lukis kelompok cakup dagang ecer lukis lukis orang lukis binatang lukis pandang masuk giat galeri seni jual lukis
47791,dagang ecer bagai macam mesin lengkap kelompok cakup dagang ecer mesin tani lengkap traktor mesin bajak mesin pupuk mesin semai mesin tanam mesin tugal mesin potong rumput mesin semprot mesin kupas mesin rontok unit giling beras rice milling unit mesin perah susu mesin jahit tangan kaki mesin jahit listrik mesin obras mesin bordir mesin oversum mesin bangkit tenaga listrik generator mesin las mesin giling kopi mesin giling tepung mesin gergaji mesin bubut turbin kincir mesin tenun mesin rajut mesin cetak komponen suku cadang
47792,dagang ecer alat transportasi darat motor lengkap kelompok cakup dagang ecer alat transportasi darat motor sepeda khusus orang cacat becak pedati gerobak sado kereta dorong komponen lengkap
47793,dagang ecer alat transportasi air lengkap kelompok cakup dagang ecer alat transportasi air motor tidak perahu sampan serta komponen lengkap
47794,dagang ecer alat alat tani kelompok cakup dagang ecer alat alat tani cangkul bajak sabit linggis alat rontok padi bukan mesin
47795,dagang ecer lengkap kendara kendara motor kelompok cakup dagang ecer lengkap kendara kendara motor helm jaket jas hujan sarung tangan masker
47796,dagang ecer bungkus plastik golong cakup dagang ecer barang bungkus plastik plastik kilo plastik sampah kantong plastik
47799,dagang ecer barang baru lain ytdl kelompok cakup dagang ecer khusus barang baru lain tidak klasifikasi tempat seperti giat dagang ecer bahan bersih bambu kayu cendana getah damar senjata amunisi
47811,dagang ecer mobil baru kelompok cakup jual ecer mobil baru mobil tumpang kendara kemah misal karavan rumah motor
47812,dagang ecer mobil bekas kelompok cakup jual ecer mobil bekas mobil tumpang kendara kemah misal karavan rumah motor
47820,dagang ecer suku cadang aksesori mobil kelompok cakup dagang ecer suku cadang komponen alat aksesori mobil baik baru maupun bekas kelompok tidak cakup dagang ecer bahan bakar mobil dagang ecer mobil reparasi awat mobil sepeda motor
47831,dagang ecer sepeda motor baru kelompok cakup dagang ecer sepeda motor baru masuk motor sepeda moped
47832,dagang ecer sepeda motor bekas kelompok cakup dagang ecer sepeda motor bekas masuk motor sepeda moped
47833,dagang ecer suku cadang sepeda motor aksesori kelompok cakup dagang ecer suku cadang sepeda motor aksesori baik baru maupun bekas
47901,platform digital intermediasi dagang ecer kelompok cakup operasi platform digital misal situs web aplikasi seluler fasilitas dagang ecer jual beli mesan suatu barang dasar imbal komisi sedia ambil milik barang diintermediasikan balas jasa komisi terima pihak jual beli
47909,jasa intermediasi dagang ecer lain kelompok cakup jasa antara dagang ecer lain belum cakup jasa antara dagang ecer lalu surat telepon giat rumah lelang barang pihak tiga baik barang baru maupun bekas masuk lelang lalu media daring agen dagang ecer mobil
49111,angkut kereta wisata antarkota kelompok cakup operasi kereta api khusus wisata lihat pandang layan jalan antarwilayah jarak tempuh relatif cukup jauh kelompok tidak cakup angkut kereta wisata jarak dekat kota tumpang operasi kereta gantung kereta kabel gondola kursi gantung kereta api lain bagi operasi arena hibur rekreasi
49119,transportasi kereta api antarkota lain tumpang kelompok cakup aktivitas angkut tumpang guna kereta api antarkota layan jalan antarwilayah jarak tempuh relatif cukup jauh angkut kereta wisata masuk operasi kereta api sedia fasilitas tambah gerbong tidur gerbong makan jadi bagi padu layan transportasi tumpang sedia kereta api antarkota kelompok cakup angkut kereta api kota kereta komuter tumpang operasi kereta gantung kereta kabel gondola kereta api lain bukan rupa bagi angkut kota tidak kombinasi operasi arena hibur rekreasi operasi kereta gantung kereta kabel gondola kursi gantung kereta api lain bagi operasi arena hibur rekreasi operasi kereta gerbong tidur kereta gerbong makan laku unit yang pisah aktivitas stasiun tumpang
