kode,keterangan_bersih
22206,industri barang alat teknik industri plastik kelompok cakup giat buat barang barang alat teknik industri plastik bagi bagi mesin bagi lengkap motor gerak transmisi bodi rangka suspensi steering aksel axle botol botol pipa pipa lemari plastik perlu teknik industri masuk konveyor sabuk conveyor belt
22209,industri barang lain plastik kelompok cakup giat buat barang barang plastik belum klasifikasi subgolongan alat kantor didik alat sehat laboratorium plastik misal kantong infus selang infus film lembar kertas kaca selofan cellophane batu buat plastik tanda plastik bukan listrik bagai barang plastik tutup kepala alat sekat bagi alat terang barang barang pakai hanya segel satu jahit lengkap furnitur patung pita rekat plastik tutup dinding plastik sepatu plastik tahan lama pegang cerutu rokok plastik sisir keriting rambut plastik barangbarang unik plastik kelompok juga cakup giat olah selesai barang plastik lapis logam zat lap lain cat suku cadang aksesori khusus kendara motor plastik kelompok tidak cakup buat barang barang alat olahraga masuk kolam renang plastik untuk anak anak buat main anak anak plastik buat tas buku saku jenis kulit kulit buat
23111,industri kaca lembar kelompok cakup giat buat bagai macam kaca lembar kaca lembar bening tak warna kaca lembar bening warna kaca lembar buram warna kaca patri kaca ukir kaca cermin kelompok juga cakup giat bentuk olah kaca lembar
23112,industri kaca kam kelompok cakup giat buat bagai macam kaca kam kaca kam keras kaca kam lap kaca kam isolasi kaca kam lain
23119,industri kaca lain kelompok cakup giat buat bagai macam kaca belum masuk kelompok seperti tubes rods kaca batang kaca pipa bentuk olah kaca datar
23121,industri lengkap alat rumah tangga kaca kelompok cakup giat buat bagai macam lengkap rumah tangga kaca cangkir gelas minum piring mangkuk teko stoples asbak botol susu bayi masuk giat buat barang barang pajang kaca patung arca kaca vas lampu kristal semprong lampu tekan semprong lampu tempel kelompok juga cakup buat bagai macam wadah kemas kaca kristal botol guci masuk kaca rongga
23122,industri alat laboratorium sehat kaca kelompok cakup giat buat bagai macam alat laboratorium sehat kaca masuk alat laboratorium klinis umum perlu diagnosis tabung uji sampel biologis darah urin saliva alat laboratorium nonklinis sehat botol serum infus ampul tabung uji tabung ukur kaca sorong mikroskop vet desikator kelompok tidak cakup alat laboratorium kaca tahan api pada suhu sangat tinggi labu distilasi
23129,industri produk lain kaca kelompok cakup giat buat bagai macam produk lain kaca belum cakup kelompok s d tasbih rosario manik gelas gelas enamel aquarium serat kaca fiberglass masuk produk produk wol kaca nonwoven kaca kaca jam dinding kaca arloji kaca elemen optik tidak kerja optis barang kaca guna hias imitasi kaca isolasi lengkap isolasi kaca produk kaca kristal lain masuk giat buat bahan bangun kaca bata ubin genteng paving block sekat dinding
23911,industri bata mortar semen jenis tahan api kelompok cakup giat buat bagai macam bata tahan api mortar tahan api semen tahan api beton komposit jenis tahan api alumina silika basa basic
23919,industri produk refraktor tahan api lain kelompok cakup giat buat bagai macam produk tahan api bata tahan api masuk produk keramik sekat panas tepung fosil siliceous ubin balok refraktor tabung kimia labu distilasi wadah tempat lebur logam nyaring tabung pipa bagai produk tahan api mineral nonlogam tambang gali kerikil batu tanah liat barang refraktor kandung magnesit dolomit kromit
23921,industri batu bata tanah liat keramik kelompok cakup giat buat bagai macam batu bata bata pres bata rongga bata hias bata bukan pres bata lubang masuk buat semen merah kerikil tanah liat
23922,industri genteng tanah liat keramik kelompok cakup giat buat bagai macam genteng tanah liat keramik genteng pres genteng biasa genteng kodok genteng diglazur
23929,industri bahan bangun lain tanah liat keramik kelompok cakup giat buat produk tanah liat keramik perlu bahan bangun bukan batu bata genteng salur air ubin lubang angin buis cincin sumur masuk tungku keramik ubin dinding nonrefraktori kubus mosaik bagai paving ubin keramik nonrefraktori ubin atap cerobong asap pipa salur keramik bagai balok lantai tanah liat bakar kelompok tidak cakup giat buat alat sanitasi tanah liat porselen
23931,industri lengkap rumah tangga porselen kelompok cakup giat buat bagai macam lengkap rumah tangga porselen piring tata cangkir mangkuk teko kendi sendok asbak barang toilet stoples produk jenis guna angkut emas barang masuk giat buat barang pajang porselen arca patung produk keramik ornamental lain tempat bunga kotak rokok guci kelompok tidak cakup buat bagai macam produk lengkap sanitasi porselen
23932,industri lengkap rumah tangga tanah liat keramik kelompok cakup giat buat bagai macam produk tanah liat keramik lengkap rumah tangga pajang hias jenis piring cangkir mangkuk kendi teko periuk tempayan patung vas bunga tempat sirih kotak sigaret celengan produk keramik teknis isolator fiting isolasi magnet permanen stoples produk jenis guna angkut emas barang
23933,industri alat laboratorium alat listrik teknik porselen kelompok cakup giat buat bagai macam alat laboratorium listrik teknik lengkap porselen lumpang alu piring tap tabung kimia botol guci cawan rumah sekering insulator isolator tegang rendah isolator tegang tinggi masuk magnet fit keramik produk keramik laboratorium kimia industri
23934,industri alat sanitasi porselen kelompok cakup giat buat bagai macam alat sanitasi porselen kloset bidet wastafel urinoir bak cuci bak mandi
23935,industri alat sanitasi tanah liat keramik kelompok cakup giat buat bagai macam alat sanitasi tanah liat keramik kloset bidet wastafel urinoir bak cuci bak mandi
23939,industri produk bukan bahan bangun lain tanah liat keramik porselen kelompok cakup giat buat bagai macam produk tanah liat ataukeramik porselen lain bukan bahan bangun belum cakup kelompok s d masuk furnitur keramik produk produk keramik lain tidak klasifikasi tempat
23941,industri semen kelompok cakup giat buat bagai macam semen semen hidrolik arang kerak besi portland natural semen kandung alumunium semen terak semen superfosfat jenis semen lain
23942,industri kapur kelompok cakup giat buat bagai macam kapur batu kapur kapur tohor kapur tembok kapur lepa masuk kapur slaked lime kapur hidrolik
23943,industri gips kelompok cakup giat buat gips bentuk gipsum kalsinasi calcined gypsum kalsium sulfat masuk dolomit kalsinasi calcined dolomite
23951,industri barang semen kelompok cakup giat buat bagai macam barang semen susun utama masuk campur bahan mineral lain bahan serat serat tumbuh guna perlu dekorasi patung pot kembang guci furnitur relief gambar timbul produk reservoir palung atau bak kolam bak cuci piring rangka jendela lain perlu bahan bangun ubin bata batako beton aerasi autoklaf paving blok lembar panel ventilasi semen lembar papan semen gelombang serat kandung asbes lembar papan semen rata serat kandung asbes pipa semen serat tekan kandung asbes lembar papan semen serat lap lembar papan rata kalsium silikat bagai perlu konstruksi baik struktural maupun nonstruktural aplikasi jalan jembatan bangun rumah gedung bangun air tiang listrik beton tiang pancang penampang bulat rongga prategang spun pile tiang pancang penampang segi empat square pile turap beton prategang sistem tahan tanah sheet pile girder box culvert tutup pipa beton komponen balok kolom dinding bagai
23952,industri barang kapur kelompok cakup giat buat herbagai macam barang kapur bahan susun utama kapur tulis kapur gambar dempul
23953,industri barang gips kelompok cakup giat buat bagai macam barang gips papan lembar panel lain perlu konstruksi kelompok juga cakup buat barang gips untuk perlu bahan bangun substansi tumbuh tumbuh wol kayu alang alang jerami satu plester gips
23954,industri barang asbes kelompok cakup giat buat bagai macam barang kandung asbes bagai perlu bahan bangun papan serat asbes gelombang papan serat asbes rata pipa asbes tekan asbes lap masuk perlu industri
23955,industri mortar aci beton siap pakai kelompok cakup giat buat mortar nonrefraktori tahan api beton siap pakai dry mixed mortar ready mixed concrete dry mixed concrete plester aci aci putih aci abu
23961,industri barang batu marmer kelompok cakup giat buat bagai macam barang batu marmer perlu rumah tangga pajang daun meja ornamen patung marmer perlu bahan bangun ubin bak mandi marmer perlu furnitur meja kursi marmer
23962,industri barang batu granit kelompok cakup giat buat bagai macam barang batu granit perlu rumah tangga pajang daun meja ornamen patung granit perlu bahan bangun ubin bak mandi granit perlu furnitur meja kursi granit
23969,industri barang batu lain kelompok cakup giat buat bagai macam barang batu marmer granit perlu furnitur rumah tangga pajang bahan bangun meja lumpang cobek batu pipis batu asah batu lempeng batu pecah pecah abu batu kubus mosaik masuk buat batu monumen ornamen batu dari marmer granit
23991,industri produk abrasif kelompok cakup giat buat bubuk butir abrasif alami buat basis bahan kain kertas bahan lain potong sambung bingkai buat cara masuk buat produk abrasif ampelas coated abrasives gerinda bonded abrasives batu abrasif alami buat kikis asah potong giling atau kilap
23992,industri batu aspal barang aspal material jenis kelompok cakup giat olah murni batu aspal aspal buton barang turun batu aspal material jenis kelompok tidak cakup produk hasil kilang minyak bumi aspal ter bitumen lilin atau kelompok
23993,industri produk hasil murni mineral nonlogam kelompok cakup giat buat produk lalu proses murni lebur reduksi langsung proses metalurgi proses kimia lain mineral nonlogam turun hasil produk sifat fisika kimia beda baik bentuk bongkah bubuk butir ingot pelet batang kawat cakram maupun bentuk lain contoh produk giat adalah silikon kelas metalurgi silicon metal polisilikon ingot silikon
23999,industri produk mineral nonlogam lain ytdl kelompok cakup giat buat bagai macam produk mineral nonlogam lain tidak klasifikasi tempat tepung kaolin kalsinasi kaolin tepung gips tepung talk ering giling tanah liat jadi bubuk tanah liat masuk giat buat batu korek api lighter flint bahan friksi barang tak bingka bahan pokok substansi mineral selulosa bahan sekat mineral wol terak wol batu jenis wol lain vermikulit eksfoliasi exfoliated vermiculate tanah liat kembang jenis sekat panas bahan serap suara barang bagai substansi mineral mika barang mika barang tanah gambut peat bahan bakar korundum buat karbon serat karbon kain serat karbon grafit produk grafit seperti bahan baku anoda bentuk pasta bubuk serat grafit produk turun elektroda alat elektrik kelompok tidak cakup giat murni produk mineral nonlogam
24101,industri besi baja dasar kelompok cakup giat buat besi baja bentuk dasar pellet bijih besi besi spons besi kasar pig iron buat besi baja bentuk baja kasar ingot baja bilet baja baja bloom baja slab asal produk tambang sumber lain kelompok cakup juga buat besi baja padu masuk giat tungku bakar steel converter pabrik giling finishing produksi besi kasar bentuk dasar balok produksi besi campur produksi produk besi reduksi langsung bijih besi produk besi rongga lain produksi besi hasil murni proses elektrolisis proses kimia lain produksi butir besi bubuk besi produksi baja batang ingot bentuk dasar lain lebur skrap ingot besi baja produksi baja tengah jadi asal dari produk tambang dari sumber lain
24102,giling baja kelompok cakup giat giling baja baik giling panas maupun dingin buat produk produk giling batang kawat baja round bar flat bar baja tulang baja profil h beam ibeam jenis baja strip baja rel pelat baja baja lembar hasil giling panas hot rolled sheet baja lembar hasil giling dingin cold rolled sheet lapis tidak lapis logam nonlogam lain masuk giling skrap baja kelompok juga cakup buat baja balok potong gulung panas buat baja open section gulung panas buat baja balok baja solid section hasil proses cold drawing grinding turning buat baja open section hasil bentuk dingin progresif mesin gulung lipat mesin pres pada gulung flat baja buat kawat baja baik kawat satu maupun pilin strand hasil proses cold drawing tempering stressing buat lembar tiang pancang baja baja las open section buat material rel kereta api baja rel pasang
24103,industri pipa sambung pipa besi baja kelompok cakup giat buat tabung pipa sambung pipa besi baja masuk buat tabung pipa profil rongga baja kelim hasil bentuk gulung panas hot drawing hot extruding gulung dingin cold drawing buat tabung pipa baja las hasil kelas bentuk panas dingin proses lanjut gulung dingin cold drawing buat fitting pipa baja flat flanges flanges with forged collar butt welded fittings threaded fittings socket welded fiitings
24201,industri logam dasar mulia kelompok cakup buat murni lebur madu tuang logam mulia bentuk dasar ingot bilet slab batang pellet block sheet pig padu bubuk ingot perak ingot emas pellet platina
24202,industri logam dasar bukan besi lain kelompok cakup giat murni lebur madu tuang logam logam bukan besi bentuk dasar ingot billet slab batang pellet block lembar sheet logam kasar pig bubuk granul ingot kuningan ingot aluminium ingot seng ingot tembaga ingot timah billet kuningan billet aluminium slab kuningan slab aluminium batang rod kuningan batang aluminium pellet kuningan pellet aluminium katoda logam anti gesek bearing metal logam tanah jarang padu logam tanah jarang unsur lantanida tambah unsur skandium itrium yttrium
24203,giling logam bukan besi kelompok cakup giat giling logam bukan besi baik giling panas maupun giling dingin pelat tembaga pelat aluminium lembar tembaga lembar aluminium strip perak strip seng strip aluminium lembar magnesium foil timah strip platina kelompok juga cakup proses drawing tempering stressing hasil kawat logam baik kawat satu maupun pilin strand baik fungsi hantar listrik maupun kelompok tidak cakup buat pipa sambung pipa logam bukan besi
24204,ekstrusi logam bukan besi kelompok cakup giat ekstrusi logam bukan besi baik penampang lingkar persegi maupun bentuk penampang lain batang aluminium batang tembaga rod aluminium rod tembaga produk ekstrusi logam bukan besi lain masuk produk ekstrusi logam bukan besi fungsi hantar listrik kelompok tidak cakup buat pipa sambung pipa
24205,industri pipa sambung pipa logam bukan besi baja kelompok cakup giat buat tabung pipa sambung pipa logam bukan besi baja
24206,industri bahan bakar nuklir kelompok cakup buat logam uranium senyawa kait pitchblende bijih lain buat padu uranium dispersi masuk cermet produk keramik campur kandung uranium alami senyawa lebur murni logam uranium bijih uranium bijih lain kandung uranium kelompok masuk kaya uranium torium satu rangkai giat produksi bahan bakar nuklir
24310,cor besi baja kelompok cakup giat lebur campur cor tuang logam besi baja hasil produk produk tuang bentuk kasar besi tuang baja tuang baja tuang padu kelompok juga cakup cor produk besi tengah jadi cor besi tuang abu abu cor besi tuang grafit sferoid cor besi tuang dapat tempa cor produk baja tengah jadi cor baja tuang buat tabung pipa profil rongga fittings tabung pipa buat besi tuang buat tabung pipa baja kelim proses cor sentrifugal buat tabung pipa fittings buat baja tuang
24320,cor logam bukan besi baja kelompok cakup giat lebur madu cor tuang logam logam bukan besi bentuk dasar tuang tembaga padu tuang aluminium padu tuang nikel padu kelompok juga cakup cor produk tengah jadi aluminium magnesium titanium seng lain cor logam ringan tuang cor logam berat tuang cor logam mulia tuang cor cetak tekan die casting logam bukan besi
25111,industri produk logam struktural bukan aluminium konstruksi ringan kelompok cakup giat buat produk logam struktural bukan aluminium pagar besi teral pintu jendela lubang angin tangga produk produk konstruksi ringan lain kelompok tidak cakup buat produk logam struktural baja konstruksi berat untuk jembatan menara listrik tegang tinggi pintu air jenis masuk kelompok buat ketel uap bejana tekan jenis masuk kelompok
25112,industri produk logam struktural aluminium konstruksi ringan kelompok cakup giat buat produk logam struktural aluminium kusen jendela kusen pintu teral aluminium atap aluminium awning pintu rol rolling door krei aluminium produk produk konstruksi ringan lain
25113,industri produk logam struktural baja konstruksi berat kelompok cakup giat buat produk logam struktural baja konstruksi berat untuk jembatan bangun hanggar menara listrik tegang tinggi pintu air
25119,industri produk logam struktural lain kelompok cakup giat buat produk logam struktural lain konstruksi belum cakup kelompok s d masuk buat produk logam struktural bukan baja konstruksi berat
25120,industri tangki tandon air wadah jenis logam kelompok cakup buat tangki tandon bak wadah jenis logam cara umum buat lengkap tempat simpan perlu industri baik lapis maupun beri insulasi panas buat tabung gas tangki tangki lain tekan gas mampat cair autoklaf autoclave tabung gas petroleum cair liquid petroleum gas lpg tangki tangki silo kelompok tidak cakup buat tong drum kaleng ember kotak lain dari logam umum guna untuk angkut emas barang barang buat kontainer transportasi buat tank kendara militer lap baja
25130,industri generator uap bukan ketel panas kelompok cakup buat generator uap bangkit uap lain masuk komponen lengkap buat radiator sistem panas sentral tidak guna tenaga listrik buat kondensor unit bangkit tenaga uap buat instalasi tambah guna generator uap kondensor superheater kumpul uap steam collectors akumulator buat ketel kapal laut ketel tenaga buat reaktor nuklir serta komponen lengkap pisah isotop kelompok tidak cakup buat oven listrik panas air listrik buat perangkat ketel turbin buat alat panas rumah tangga buat pisah isotop
25200,industri senjata amunisi kelompok cakup buat senjata militer senjata artileri meriam luncur roket lontar api lontar granat tabung torpedo jenis senjata mesin senjata proyektil berat lain guna militer buat senjata api ringan pistol revolver senapan shotguns baik militer polisi buat senapan gas senapan pegas senapan angin buat amunisi perang buat peluru shotgun revolver pistol buat alat ledak bom granat torpedo ranjau roket misil guna militer kelompok juga cakup buat senjata api amunisi buru olahraga lindung buat peluru kendali balistik antarbenua intercontinental ballistic missiles icbm kelompok tidak cakup buat percussion cap detonator kembang api sinyal buat alat bidik optik senjata api buat pisau pendek belati pedang bayonet lainlain buat kendara lapis baja perlu transportasi bank jaga benda benda harga lain buat pesawat udara wahana antariksa militer buat tank kendara tempur motor lapis baja lain buat kapal perang kapal militer lain
25910,tempa pres cetak bentuk logam metalurgi bubuk kelompok cakup giat tempa pres cetak buat logam baik baja besi maupun logam bukan besi jadi logam bentuk logam tempa logam pres logam gulung buat benda logam langsung bubuk logam proses panas pres metalurgi bubuk kelompok juga cakup giat potong bersih kerak logam proses bentuk ada proses lanjut kelompok tidak cakup buat bubuk logam
25920,kerja lapis logam kelompok cakup giat sepuh logam anodizing lain olah panas logam deburring semprot pasir sandblasting roboh tumbling bersih logam warna ukir pahat logam lapis logam bahan nonlogam lapis plastik email porselen lak pernis keras kilap logam bor olah giling kikis bentuk putar broaching leveling gergaji halus najam semir kelas sambung lainlain bagi kerja logam potong tulis logam sinar laser kelompok juga cakup jasa lapis moles warna ukir keras kilap kelas potong bagai kerja khusus logam produk logam subgolongan tidak cakup giat tukang pasang tapal kuda farrier gulung logam mulia atas logam dasar logam lain
25931,industri perkakas tangan kelompok cakup giat buat perkakas tangan tukang tang obeng perkakas tangan tani cangkul sekop sabit egrek dodos kapak lengkap perkakas tangan baik gerak tenaga maupun mata bor pukul pisau giling kelompok juga cakup giat buat perkakas pres kotak cetak cetak cetak ingot perkakas kelim perkakas pandai besi seperti perkakas tempa landas tempa kelompok tidak cakup buat cetak ingot
25932,industri alat potong kelompok cakup giat buat alat potong logam golok pisau gerigi pisau cukur silet gunting hair clipper pisau pendek belati pedang bayonet masuk buat senjata tradisional pisau mata pisau mesin alat mekanik gergaji mata gergaji kelompok tidak cakup buat sabit egrek dodos kapak buat pisau giling lengkap perkakas tangan buat alat makan cutlery logam
25933,industri alat makan logam kelompok cakup giat buat alat makan cutlery logam sendok garpu sendok sayur pisau makan pisau mentega jepit gula sumpit sedot alat jenis guna dapur meja makan kelompok tidak cakup alat makan malam dinnerware alat makan ceper flatware alat dapur cookware
25934,industri alat umum kelompok cakup giat buat alat umum logam belum masuk kelompok s d kunci gembok kunci pintu engsel gerendel alat jenis bangun furnitur lain
25940,industri ember kaleng drum wadah jenis logam kelompok cakup buat wadah logam kaleng makan minum kaleng cat bahan kimia lain tong drum ember kotak jerrycan masuk komponen kaleng logam buat metal closure masuk tutup botol logam crown corks lug caps
25951,industri barang kawat logam bukan kabel kelompok cakup giat buat bagai macam barang kawat logam bukan kabel masuk tali kawat logam kawat dur pagar kawat kasa kawat jaring kawat alat panggang grill kelompok juga cakup buat pegas pegas jam leaf springs helical springs torsion bar springs lembar pegas buat rantai power transmission chain kelompok tidak cakup buat kabel kawat transmisi listrik
25952,industri paku mur baut logam kelompok cakup giat buat paku mur baut barang ulir jenis buat besi baja tembaga alumunium logam lain masuk buat paku sumbat keling paku payung
25992,industri alat dapur alat meja logam kelompok cakup giat buat alat alat dapur baik alumunium maupun logam bukan alumunium alat makan piring piring ceper mangkuk teko panci wajan ketel periuk dandang ketel masak rantang baskom baki pot jenis masuk alat bukan listrik lain guna meja di dapur alat kecil dapur lain gerak tangan aksesori alat gosok logam
25993,industri produk rumah tangga logam bukan alat dapur alat meja kelompok cakup giat buat alat alat perlu rumah tangga lain baik alumunium maupun logam bukan alumunium jemur tangga masuk buat bak mandi bak cuci piring wastafel alat jenis
25994,industri profil logam kelompok cakup usaha buat baja profil cara las profil h h beam profil i i beam jenis
25995,industri lampu logam kelompok cakup giat buat bagai macam lampu bahan utama logam lampu mercusuar lampu tekan lampu gantung masuk komponen
25999,industri produk logam lain ytdl kelompok cakup giat buat bagai macam produk logam lain klasifikasi tempat jepit rambut peniti staples klip kertas jarum jarum mesin jahit seperti jarum jahit jarum rajut jarum bordir kepala gesper rantai logam bel bingkai lis gambar papan nama logam bagai barang logam kecil masuk buat baling baling rantai kapal jangkar kapal lonceng lengkap tetap fixture rel kereta api pasang kabel logam jalin balut jenis kabel logam tidak isolasi kabel logam isolasi tidak guna konduktor listrik cincin tutup barang barang tidak ulir jenis screw machine product kantong bahan foil magnet logam permanen botol kendi logam hampa udara tanda logam bukan listrik lencana logam lencana militer logam keriting rambut sisir logam kerangka pegang payung kelompok tidak cakup giat buat jarum mesin jahit industri produk komputer elektronik optik golong pokok cakup buat komputer lengkap komputer alat komunikasi produk produk elektronik jenis masuk buat komponen proses produksi tanda rancang guna terap teknologi tinggi cipta ic barang barang ukur kecil golong pokok juga cakup buat barang barang elektronik rumah tangga alat ukur alat uji alat navigasi alat iradiasi alat elektromedik elektroterapi alat instrumen optik buat media magnetik optik golong pokok tidak cakup buat konduktor guna elektronik kabel serat optik lihat golong pokok
26110,industri sel surya panel surya inverter fotovoltaik kelompok cakup buat sel surya panel surya inverter fotovoltaik masuk sel modul panel fotovoltaik kelompok tidak cakup buat lampu tenaga surya buat sistem panas tenaga surya pasang sistem panas tenaga surya
26191,industri tabung elektron konektor elektronik kelompok cakup buat tabung gambar televisi tabung kamera televisi tabung katup amplifier receiver masuk tabung elektron konektor elektronik kabel printer kabel monitor kabel usb konektor lain katup elektronik tabung lampu
26199,industri komponen papan elektronik lain ytdl kelompok cakup buat komponen papan elektronik lain tidak klasifikasi tempat seperti transistor alat semikonduktor jenis sirkuit padu integrated circuits printed circuits induktor resistor kapasitor bagai komponen elektronik lain masuk buat mikroprosesor mikrokontroler induktor jenis komponen elektronik misal choke kumpar trafo kristal elektronik crystal assemblies solenoid switch transducer aplikasi elektronik kartu antarmuka interface cards misal kartu suara kartu video kontroler kartu jaring modem komponen layar misal plasma polimer lcd dioda pancar cahaya light emitting diodes led sirkuit padu integrated circuit ic baik analog digital maupun hibrid dioda kelompok juga cakup buat cip wafer dice programmable logic controller plc
26210,industri komputer rakit komputer kelompok cakup buat pasang komputer misal komputer induk mainframe komputer desktop laptop server komputer komputer upa komputer analog digital hibrid upa pc komputer digital rupa jenis umum banyak guna dapat laku hal ikut simpan program pemrosesan program data perlu eksekusi suatu program dapat program sesuai butuh guna laku hitung aritmatika ingin guna eksekusi intervensi manusia buah program pemrosesan perlu komputer modifikasi eksekusi putus logis logical decision lama proses jalan komputer analog mampu simulasi model matematika tidak diri atas kontrol analog elemen pemrograman kelompok cakup buat komputer desktop buat komputer laptop buat komputer induk mainframe buat komputer genggam buat komputer tablet buat server komputer buat komputer interaktif masuk digital signage smartboard papan tulis interaktif perangkat interaktif anjung layan mandiri kelompok juga cakup rakit komputer buat terminal komputer anjung tunai mandiri atm terminal point of sale pos tidak operasi mekanis buat komputer fungsi khusus keman siber tembok api firewall atau network detection and response ndr
26220,industri lengkap komputer kelompok cakup buat lengkap periferal komputer alat simpan alat masuk keluar kelompok cakup buat gerak diska magnetik magnetic disk drive diska lepas flash drive alat simpan lain buat gerak diska optik optical disk drive komputer buat mesin cetak printer buat monitor buat papan tik keyboard buat tetikus mouse joystick aksesori trackball buat pindai scanner masuk pindai kode batang barcode scanner buat smart card reader buat proyektor komputer video beamer buat alat lengkap media imersif misal virtual reality augmented reality mixed reality helm realitas virtual virtual reality helmets augmented reality glasses kelompok juga cakup buat alat kantor multifungsi dapat jalan bagai mampu cetak printing salin copying kirim faksimili faxing kelompok tidak cakup reproduksi media rekam media komputer suara video lain lihat buat komponen elektronik alat alat elektronik guna komputer lengkap lihat buat interface cards modul alat buat papan sirkuit cetak printed circuit board pcb telah pasang elemen pasif buat modem alat carrier buat switch komunikasi digital lengkap komunikasi data misal jembatan bridge rute router gerbang gateway buat monitor televisi buat alat elektronik putar cd putar dvd buat media magnetik optik kosong guna komputer alat lain
26310,industri alat telepon faksimili kelompok cakup buat alat alat transmisi komunikasi alat pesawat telepon faksimili masuk dalam mesin jawab lain
26320,industri alat komunikasi kabel wireless kelompok cakup buat alat transmisi komunikasi kabel wireless alat seranta pager telepon nirkabel cordless telepon seluler tablet seluler alat komunikasi gerak mobile
26391,industri kartu cerdas smart card kelompok cakup buat kartu cerdas smart card rencana desain cip chip design house design rencana tata letak sirkuit kartu cerdas buat chip foundry buat chip module packaging buat firmware perangkat lunak software kait langsung kartu cerdas chip packaging kartu cerdas upa beberapa produk simcard komunikasi medan dekat near field communications nfc teknologi g g g g bagai kartu perban kartu akses kartu micro macro payment kartu kredit semua kartu guna kam data atau komunikasi
26399,industri alat komunikasi lain kelompok cakup buat alat alat transmisi komunikasi lain alat private branch exchange pbx alat komunikasi data jembatan bridge rute router gerbang gateway alat televisi kabel antena transmisi pancar terima alat studio televisi radio alat siar masuk kamera televisi modem alat carrier transmiter radio televisi alat komunikasi guna sinyal inframerah misal remote kontrol alat studio siar alat reproduksi siar antena pancar terima kamera video komersial alat electronic data capture edc kelompok juga cakup buat arloji pintar smart watch buat alat transmisi modul bluetooth frekuensi radio radio frequency rf gsm konektivitas lain guna internet of things iot buat set top box terestrial satelit buat kamera awas closed circuit televesion cctv
26410,industri televisi monitor televisi displai kelompok cakup buat rakit televisi pesawat terima televisi kombinasi monitor televisi displai videotron
26420,industri alat rekam terima ganda audio video bukan televisi kelompok cakup buat alat audio video elektronik hibur rumah home entertainment rumah tangga kendara motor kelompok juga cakup buat alat rekam ganda video buat alat ganda rekam audio putar cd vcd dvd buat pesawat terima radio kombinasi buat alat stereo buat putar media optik sistem baca optik buat proyektor komputer proyektor tv buat kamera video jenis rumah tangga tape recorder video recorder buat jukebox
26490,industri alat audio video elektronik lain kelompok cakup buat alat elektronik rumah tangga lain alat keras suara sampai informasi amplifier instrumen musik kelompok juga cakup buat amplifier instrumen musik alat keras suara sampai informasi buat mikrofon buat speaker masuk loudspeaker buat headphone misal radio stereo komputer buat mesin karaoke buat konsol video game buat alat audio video personal headset vr buat alat audio video teater rumah home teater kelompok tidak cakup reproduksi media rekam media komputer suara video bagai lihat buat lengkap komputer monitor komputer buat mesin jawab telepon buat alat seranta pager buat alat remote kontrol radio inframerah buat lengkap studio siar alat reproduksi siar antena pancar terima kamera video komersial buat alat siar studio buat antena buat kamera digital buat main game elektronik perangkat lunak tetap
26511,industri alat ukur alat uji manual kelompok cakup giat buat alat alat ukur periksa uji manual baik maupun tidak ada hubung lidi ilmu tahu sifat mekanis pesawat ukur termometer barometer kompas timbang presisi pesawat terapi mekanis meter gulung meter air ledeng gas instrumen ukur tanah masuk lengkap alat alat sebut
26512,industri alat ukur alat uji elektrik kelompok cakup giat buat alat alat ukur periksa uji deteksi pantau elektrik listrik baik maupun tidak ada hubung lidi ilmu tahu meter arus listrik sensor elektrik perangkat modul alat ukur monitoring kontrol elektrik listrik mampu komunikasi internet of things masuk lengkap peralatanperalatan sebut
26513,industri alat ukur alat uji elektronik kelompok cakup giat buat alat alat penginderaan ukur uji monitoring kontrol alat alat instrumen analitik skala neraca inkubator laboratorium alat laboratorium lain ukur uji alat alat ukur periksa elektronik baik maupun tidak ada hubung lidi ilmu tahu pesawat atur elektronik otomatis spidometer speedometer argometer elektronik sinar katoda radar alat radar radio kontrol sensor elektronik detektor radiasi sistem posisi global global positioning system gps instrumen navigasi meteorologi geofisika hidrologi spectofotometer alat ukur digital termometer barometer timbang digital kelompok juga cakup buat mikroskop proton elektron mikroskop optik perangkat modul monitoring kontrol elektronik mampu komunikasi internet of things masuk sistem tanam data logger real time monitoring unit early warning system masuk sistem alarm bakar curi kirim sinyal stasiun kendali perangkat lain
26519,industri alat ukur alat uji alat navigasi kontrol lain kelompok cakup buat bagai alat ukur uji navigasi kontrol lain masuk alat alat guna proses industri alat ukur panas tekan kental viskositas alat ukur sifat sifat barang
26520,industri alat ukur waktu kelompok cakup buat arloji semua jenis jam arloji tangan arloji saku arloji kalung jam dinding jam beker lonceng masuk perangkat panel jam jam kandung zat radioaktif kelompok juga cakup buat bagi bagi jam arloji movement part jewel dial plate hand bridge pegas lempeng jam jarum bagi lain buat case badan jam arloji masuk case badan logam mulia buat lindung luar jam bagai jenis bahan buat alat rekam waktu alat ukur rekam tampil interval waktu gerak jam arloji motor synchronous alarm for watch instrumen panel clocks kronometer chrono meter stopwatch catat waktu parkir catat waktu datang pulang pegawai catat waktu presensi time date stamps catat waktu proses buat switch tombol waktu keluar lain gerak arloji jam dengan motor synchronous time locks kunci waktu kelompok tidak cakup buat tali arloji bukan logam kain kulit plastik lihat subgologan buat smart watch arloji pintar buat tali arloji logam mulia buat tali arloji bukan logam mulia
